rainfall,water_level,elevation,drainage,humidity,soil_type,population_density,distance_to_river,historical_flood_freq,drainage_capacity,flood
27.3,0.8,1,2,43.3,2,1,0.4,1,861,0
94.3,1.5,1,3,59.0,1,3,1.2,0,887,0
87.5,0.8,2,1,60.4,2,2,2.6,1,278,0
57.2,1.3,1,1,50.8,1,1,3.4,2,344,1
155.4,3.0,1,2,71.9,2,2,4.3,1,506,1
93.1,1.5,3,1,62.5,1,1,1.1,2,568,0
2.2,0.2,2,2,40.0,2,2,0.5,5,354,0
62.2,0.6,3,1,59.5,1,2,9.3,2,258,0
203.0,4.1,1,2,83.5,1,2,0.2,1,906,1
128.8,2.2,1,2,63.3,2,3,0.3,4,383,1
234.3,4.0,3,2,85.8,1,2,2.0,2,608,1
108.8,1.8,1,2,64.1,1,3,5.1,0,707,0
74.2,1.3,1,2,54.8,3,2,4.5,2,670,0
11.1,0.2,1,1,40.0,3,1,8.3,2,567,0
178.3,3.3,1,1,76.2,2,2,0.5,3,537,1
93.9,1.6,1,1,56.6,1,3,1.4,4,270,1
198.4,3.7,3,1,90.0,1,2,1.0,1,919,1
125.5,2.3,3,1,68.3,2,1,5.9,0,317,0
103.9,1.7,3,2,70.7,1,1,2.0,0,933,0
14.4,0.1,1,1,40.0,3,3,0.1,3,554,0
79.7,1.7,1,2,56.1,1,2,3.7,3,561,1
75.5,1.6,1,3,58.5,3,2,1.5,1,328,0
1.4,0.1,3,1,43.3,2,1,2.3,1,400,0
129.8,2.7,1,1,72.2,2,3,6.7,5,545,1
42.5,0.1,2,1,44.9,1,3,0.9,4,296,0
35.6,0.4,2,2,43.5,3,1,0.8,1,882,0
122.8,1.8,1,1,65.2,1,1,0.9,3,907,1
229.8,5.0,1,1,98.0,2,3,1.2,2,240,1
110.5,2.3,3,2,59.3,3,3,0.3,0,304,1
124.1,2.2,3,1,64.7,1,2,3.6,1,661,1
165.2,3.3,1,2,80.0,2,3,0.7,0,819,1
99.2,2.2,1,2,65.2,2,2,7.8,1,650,1
205.5,4.1,3,2,88.0,1,1,0.7,2,240,1
176.6,3.5,1,1,79.3,2,3,0.9,1,613,1
105.3,1.8,1,3,57.8,1,2,1.1,1,324,0
162.3,2.8,1,2,72.3,1,3,4.4,2,319,1
211.9,3.5,2,1,92.3,2,1,1.7,0,283,1
233.3,4.4,1,1,95.2,2,2,5.1,3,633,1
196.1,3.5,1,1,76.5,1,3,4.6,1,237,1
218.6,3.8,1,3,92.4,3,2,8.0,2,646,1
48.5,0.7,2,3,57.2,3,2,4.2,5,877,0
99.9,2.3,3,2,62.2,2,3,0.2,1,616,1
12.9,0.6,2,3,45.0,2,2,5.4,2,582,0
48.8,1.5,2,1,55.8,1,2,8.3,1,377,0
121.5,2.4,2,1,63.3,2,3,15.0,4,622,1
4.7,0.1,1,3,52.7,2,1,0.4,3,333,0
70.0,1.3,1,2,61.5,1,3,2.9,1,639,0
14.3,0.1,3,2,45.8,2,3,0.7,2,288,0
75.6,0.9,1,2,56.5,1,2,0.9,0,314,0
219.9,4.2,1,3,90.9,1,2,4.1,5,308,1
184.5,3.0,2,2,72.8,2,3,11.4,1,332,1
152.1,2.8,1,3,83.9,2,1,2.7,3,578,1
131.4,2.8,1,2,74.6,2,2,5.7,1,565,1
37.6,0.5,3,1,55.6,2,2,0.1,2,359,0
143.4,3.3,3,3,71.7,3,2,0.1,5,639,0
28.3,0.2,1,1,44.4,2,2,2.7,4,558,0
79.6,1.8,3,3,54.1,2,3,1.5,0,695,0
67.7,1.4,2,2,59.0,1,3,6.6,2,871,0
57.0,1.5,2,2,50.0,1,2,1.1,1,306,0
77.1,1.0,1,2,56.0,1,2,1.7,1,358,0
177.7,4.0,1,1,81.8,2,2,2.3,1,658,1
15.0,0.2,2,1,40.0,2,1,1.0,1,865,0
186.0,3.6,3,3,86.1,1,3,7.2,2,626,1
1.8,0.5,2,3,40.3,1,3,1.9,0,884,0
190.4,3.3,1,1,74.3,1,3,1.7,2,921,1
67.0,1.5,1,3,51.4,1,2,5.7,1,594,0
11.3,0.1,2,3,49.0,3,2,1.1,1,580,0
5.7,0.6,1,2,40.0,2,1,5.1,3,552,0
230.4,3.9,2,1,95.2,1,2,0.4,0,659,1
83.4,1.5,1,3,59.0,2,2,0.6,1,563,0
174.8,3.3,1,2,77.6,2,3,9.0,1,673,1
95.0,2.0,2,3,73.5,2,3,5.5,2,585,0
57.8,1.7,2,3,46.3,1,3,1.5,2,324,0
57.7,0.9,1,3,49.0,2,3,3.1,1,977,0
87.7,2.0,1,2,59.2,1,1,8.6,1,578,1
16.8,1.0,2,1,55.8,3,2,0.7,4,924,0
58.2,1.1,1,1,52.7,2,1,0.2,5,625,1
80.9,1.3,2,1,59.2,2,2,2.3,0,267,0
90.4,1.0,3,1,58.2,1,2,0.5,2,311,0
45.1,1.5,1,2,51.7,1,3,0.6,1,937,0
205.6,3.7,3,2,83.9,1,2,6.7,1,385,1
227.2,3.8,1,3,93.5,3,1,0.1,1,879,1
2.4,0.1,2,1,44.4,1,1,5.1,2,317,0
211.7,3.5,1,2,85.4,1,1,2.2,0,894,1
108.4,2.3,3,1,58.2,3,1,2.5,4,910,1
23.4,0.8,1,1,45.6,2,1,3.3,2,870,0
36.7,0.9,1,1,55.1,2,2,1.7,1,292,0
224.9,4.1,3,2,85.3,1,3,0.4,3,676,1
26.5,0.1,2,1,47.5,2,2,0.3,0,306,0
103.3,1.6,2,2,56.7,1,2,4.2,1,304,0
32.7,0.2,1,1,42.0,2,1,0.7,1,257,0
4.7,0.3,2,3,47.5,1,3,0.1,1,655,0
125.2,1.9,1,3,71.0,2,2,11.7,1,342,1
10.4,0.1,1,3,44.0,2,3,11.8,0,906,0
109.8,1.9,2,3,52.5,2,3,1.4,0,395,0
2.1,0.1,1,3,40.0,2,3,0.1,0,273,0
75.1,1.4,3,3,59.6,1,1,3.9,5,248,0
148.5,2.7,3,2,65.4,1,2,5.3,0,895,0
61.9,1.5,2,1,51.8,2,1,0.4,0,258,0
188.4,3.1,2,1,85.3,2,1,0.4,5,912,1
38.2,0.2,2,1,40.8,3,1,5.2,2,604,0
140.6,2.4,1,2,62.5,2,3,7.6,2,958,1
58.2,0.7,2,2,45.3,2,3,4.7,0,277,0
66.1,1.2,1,3,56.2,3,1,0.7,2,617,0
133.9,1.8,1,3,66.7,1,2,1.6,0,609,1
218.9,3.8,2,1,92.5,2,3,2.8,2,942,1
62.2,0.8,2,2,54.3,1,2,0.5,5,543,0
54.4,1.2,3,3,61.4,1,2,0.7,2,855,0
172.5,2.9,1,1,71.8,2,2,1.0,1,271,1
91.1,1.0,2,2,61.7,2,3,2.1,2,546,0
